Device Time, 0-100kph Time(s),0100,011c obd standards vehicle conforms to,0120,0140,0160,0900,0901 vin message count,0902,0903,0904,0905,0906,0907,0908,0909,090A,090B,0920,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Wide Range Current(mA),O2 Sensor1 Wide Range Equivalence Ratio(λ),O2 Sensor2 Voltage(V),O2 Sensor4 Voltage(V),Odometer(from ECU)(miles),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%),pids supported 01-20,service 09 pids supported
28-Mar-2022 10:51:22.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69962883,11.49450493,0,0,24.57522202,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:23.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69962883,11.49450493,0,0,24.57522202,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:24.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69962883,11.49450493,0,0,24.57522202,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:25.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:26.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:27.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:28.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:29.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:30.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:31.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:32.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:33.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:34.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69933414,11.49489403,0,0,24.5743885,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:35.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:36.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:37.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,126.18283206,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:38.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:39.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:40.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:41.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:42.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:43.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:44.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:45.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:46.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69903946,11.49528313,0,0,24.5735569,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:47.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:48.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:49.831,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:50.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:51.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:52.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:53.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:54.834,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:55.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:56.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69874477,11.49567223,0,0,24.5727272,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:57.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69845104,11.49606037,0,0,24.5718956,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:58.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69845104,11.49606037,0,0,24.5718956,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:51:59.833,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69845104,11.49606037,0,0,24.5718956,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:52:00.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69845104,11.49606037,0,0,24.5718956,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:52:01.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69845104,11.49606037,0,0,24.5718956,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
28-Mar-2022 10:52:02.832,-,2554003456,6,2685927424,-,-,805306368,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,0,-,0,-,-,-,94.2745297,-,-,-,-,-,7,14.64881154,0,8.69845104,11.49606037,0,0,24.5718956,-,-,-,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,-,-
