Device Time, 0-100kph Time(s),0100,011c obd standards vehicle conforms to,0120,0140,0160,0901 vin message count,0902,0903,0904,0905,0906,0907,0908,0909,090A,090B,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor4 Voltage(V),Odometer(from ECU)(miles),pids supported 01-20,service 09 pids supported,Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
12-Mar-2022 17:28:45.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,0.01782263,21.96078491,818,-,-,4588.99403032,-,-,0.02390054,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:46.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,0.01782263,21.96078491,818,-,-,4588.99403032,-,-,0.02390054,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:47.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,0.01782263,21.96078491,818,-,-,4588.99403032,-,-,0.02390054,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:48.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,0.01782263,21.96078491,818,-,-,4588.99403032,-,-,0.02390054,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:49.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,0.01782263,21.96078491,818,-,-,4588.99403032,-,-,0.02390054,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:50.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,0.01782263,21.96078491,818,-,-,4588.99403032,-,-,0.02390054,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:51.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,-,21.96078491,818,-,-,4588.99403032,-,-,-,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:52.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,-,21.96078491,818,-,-,4588.99403032,-,-,-,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:53.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,22,-,21.96078491,818,-,-,4588.99403032,-,-,-,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:54.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.0225056,21.96078491,818,-,-,4588.99403032,-,-,0.03018051,9,13.92362285,1.80654311,8.79976082,11.3637085,13.85999966,5.10322905,24.85808182,-,-,152,48,-,-,1.72872615,4.88340712,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:55.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.0225056,22.35294151,821,-,-,4588.99403032,-,-,0.03018051,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.39999962,78
12-Mar-2022 17:28:56.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.0225056,22.35294151,821,-,-,4588.99403032,-,-,0.03018051,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:28:57.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.0225056,22.35294151,821,-,-,4588.99403032,-,-,0.03018051,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:28:58.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.0225056,22.35294151,821,-,-,4588.99403032,-,-,0.03018051,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:28:59.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.0225056,22.35294151,821,-,-,4588.99403032,-,-,0.03018051,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:00.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,22.35294151,821,-,-,4588.99403032,-,-,-,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:01.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.00496856,22.35294151,821,-,-,4588.99403032,-,-,0.00666295,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:02.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.001189,22.35294151,821,-,-,4588.99403032,-,-,0.00159448,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:03.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.001189,22.35294151,821,-,-,4588.99403032,-,-,0.00159448,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:04.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.001189,22.35294151,821,-,-,4588.99403032,-,-,0.00159448,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:05.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,0.001189,22.35294151,821,-,-,4588.99403032,-,-,0.00159448,9,13.92362285,2.80272007,8.78899479,11.37762928,14.22000027,7.9172883,24.82766724,-,-,152,48,-,-,1.99722457,5.64187765,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:06.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4588.99403032,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:07.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4588.99403032,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:08.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:09.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:10.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:11.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:12.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:13.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:14.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:15.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:16.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:17.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,23,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:18.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,823,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78824425,11.37860012,14.22000027,0,24.82554817,-,-,152,48,-,-,1.97820342,5.58814526,-0.7763772,-,12.80000019,78
12-Mar-2022 17:29:19.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4620.90233268,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:20.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:21.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:22.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:23.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:24.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:25.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:26.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:27.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:28.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.56862831,815,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78749561,11.37957001,14.38000011,0,24.82343483,-,-,152,48,-,-,1.96250343,5.54379511,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:29.708,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:30.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:31.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.69999981,79
12-Mar-2022 17:29:32.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4333.72761144,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:33.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:34.707,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:35.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:36.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:37.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:38.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:39.707,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:40.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:41.706,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,24,-,21.1764698,822,-,-,4652.81063504,-,-,-,9,13.92362285,0,8.78674889,11.38053703,14.10999966,0,24.82132339,-,-,152,48,-,-,1.94915307,5.50608206,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:42.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,25,0.14791727,21.1764698,821,-,-,4652.81063504,-,-,0.19836032,9,13.92362285,0,8.78600216,11.38150406,14.18999958,0,24.81921577,-,-,152,48,-,-,1.9375509,5.47330761,-0.7763772,-,12.80000019,79
12-Mar-2022 17:29:43.705,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,25,0.14791727,21.56862831,821,-,-,4652.81063504,-,-,0.19836032,9,13.92362285,0,8.78600216,11.38150406,14.18999958,0,24.81921577,-,-,152,48,-,-,1.9375509,5.47330761,-0.7763772,-,12.80000019,79
